8.789501343327670302e-01,8.386441626944911576e-01,9.813209198750446616e-01,9.042076989533442966e-01,7.508305585543435523e-01,8.917481376836665641e-01,9.163191399583787700e-01,8.386441626944911576e-01,8.455511629606700108e-01,8.523848473995540020e-01,8.386441626944911576e-01,8.455511629606700108e-01,9.611419317835698806e-01,7.735309071619124177e-01,8.658248388537467255e-01,8.523848473995540020e-01,8.523848473995540020e-01,8.523848473995540020e-01,8.523848473995540020e-01,8.523848473995540020e-01
9.163191399583787700e-01,8.103234217840935560e-01,7.884168840519937271e-01,8.724276443493931277e-01,9.222416965221188478e-01,8.523848473995540020e-01,8.246181404017620675e-01,9.764170118601037673e-01,9.504901878305933582e-01,1.000000000000000000e+00,9.861309873553525396e-01,7.735309071619124177e-01,8.386441626944911576e-01,8.455511629606700108e-01,9.163191399583787700e-01,7.810003932087374867e-01,8.658248388537467255e-01,8.591433373592037848e-01,8.591433373592037848e-01,8.523848473995540020e-01
8.591433373592037848e-01,9.042076989533442966e-01,7.957778531988330961e-01,8.789501343327670302e-01,8.455511629606700108e-01,2.276356453613977149e-01,3.333951345587424231e-02,3.210835752859403369e-02,1.220007706352147468e-02,0.000000000000000000e+00,1.440004021301118098e-01,8.246181404017620675e-01,8.591433373592037848e-01,7.584433312051099829e-01,9.103074814713310037e-01,8.455511629606700108e-01,8.724276443493931277e-01,8.724276443493931277e-01,8.658248388537467255e-01,8.591433373592037848e-01
7.431754172704978512e-01,9.222416965221188478e-01,8.103234217840935560e-01,8.455511629606700108e-01,9.450245813798325845e-01,7.508305585543435523e-01,5.698388151455642259e-01,5.777010932699276902e-01,5.855834896610165874e-01,6.331503936356585038e-01,7.957778531988330961e-01,7.735309071619124177e-01,8.246181404017620675e-01,8.246181404017620675e-01,7.660110083180982077e-01,8.591433373592037848e-01,8.658248388537467255e-01,8.591433373592037848e-01,8.591433373592037848e-01,8.523848473995540020e-01
8.103234217840935560e-01,9.103074814713310037e-01,8.724276443493931277e-01,8.246181404017620675e-01,8.386441626944911576e-01,8.724276443493931277e-01,9.042076989533442966e-01,8.789501343327670302e-01,8.386441626944911576e-01,7.277491324235196846e-01,8.658248388537467255e-01,9.222416965221188478e-01,7.884168840519937271e-01,8.455511629606700108e-01,8.980208631637428551e-01,8.658248388537467255e-01,8.386441626944911576e-01,8.455511629606700108e-01,8.455511629606700108e-01,8.523848473995540020e-01
8.980208631637428551e-01,7.957778531988330961e-01,8.386441626944911576e-01,8.316658079181156182e-01,8.724276443493931277e-01,9.222416965221188478e-01,8.917481376836665641e-01,9.813209198750446616e-01,8.789501343327670302e-01,1.000000000000000000e+00,8.523848473995540020e-01,7.199836259504791558e-01,8.917481376836665641e-01,9.280742659754035451e-01,7.735309071619124177e-01,7.508305585543435523e-01,8.316658079181156182e-01,8.316658079181156182e-01,8.386441626944911576e-01,8.455511629606700108e-01
8.246181404017620675e-01,7.584433312051099829e-01,9.338160554727832352e-01,9.222416965221188478e-01,9.611419317835698806e-01,5.934833801301877543e-01,5.372356706011605088e-02,3.992673610960228991e-02,4.277027520191459264e-02,3.319552547146450896e-03,3.681781536318541517e-03,4.705548010213459476e-01,8.030808337254866647e-01,6.490432891483329803e-01,8.455511629606700108e-01,9.280742659754035451e-01,8.386441626944911576e-01,8.455511629606700108e-01,8.455511629606700108e-01,8.523848473995540020e-01
8.980208631637428551e-01,8.591433373592037848e-01,9.103074814713310037e-01,7.660110083180982077e-01,1.000000000000000000e+00,8.246181404017620675e-01,5.372356706011605088e-02,5.715403421572189113e-02,3.720402375551763036e-02,2.976551797499172192e-03,9.112548903938971220e-06,4.065378773656787570e-01,8.030808337254866647e-01,6.965120436160783246e-01,8.789501343327670302e-01,7.354806743017079373e-01,8.523848473995540020e-01,8.523848473995540020e-01,8.523848473995540020e-01,8.523848473995540020e-01
8.246181404017620675e-01,8.724276443493931277e-01,8.724276443493931277e-01,8.175032799503120229e-01,9.338160554727832352e-01,9.163191399583787700e-01,1.105506517739007211e-01,4.277027520191459264e-02,3.720402375551763036e-02,1.364372102418618705e-02,0.000000000000000000e+00,1.578182225271504979e-01,8.455511629606700108e-01,7.735309071619124177e-01,7.884168840519937271e-01,8.103234217840935560e-01,8.175032799503120229e-01,8.175032799503120229e-01,8.175032799503120229e-01,8.246181404017620675e-01
8.386441626944911576e-01,8.523848473995540020e-01,8.591433373592037848e-01,8.030808337254866647e-01,9.042076989533442966e-01,9.338160554727832352e-01,1.614195389992778285e-01,3.855048034492999237e-02,3.992673610960228991e-02,1.517676744764152354e-02,0.000000000000000000e+00,9.737234634941051292e-02,8.175032799503120229e-01,7.810003932087374867e-01,7.884168840519937271e-01,8.246181404017620675e-01,8.316658079181156182e-01,8.316658079181156182e-01,8.386441626944911576e-01,8.386441626944911576e-01
