5.187418347349648240e-01,5.338062464408293017e-01,4.744924308956663395e-01,5.038243718280250860e-01,5.187418347349648240e-01,5.112637248967971670e-01,5.566414965083020805e-01,5.262566968824022862e-01,5.719980049154925750e-01,5.038243718280250860e-01,5.643079935988983831e-01,5.643079935988983831e-01,5.262566968824022862e-01,5.951849880080840594e-01,6.418576786301878334e-01,4.964257182175104699e-01,5.951849880080840594e-01,4.601064773358217175e-01,6.496445776049587506e-01,4.744924308956663395e-01
4.964257182175104699e-01,5.338062464408293017e-01,5.187418347349648240e-01,5.338062464408293017e-01,5.338062464408293017e-01,5.187418347349648240e-01,5.413883595669982673e-01,5.490008551265213033e-01,4.890696438086674092e-01,6.884510614480814361e-01,5.643079935988983831e-01,5.719980049154925750e-01,4.744924308956663395e-01,5.643079935988983831e-01,4.744924308956663395e-01,6.340686303425536741e-01,5.338062464408293017e-01,5.643079935988983831e-01,6.340686303425536741e-01,6.574266034866321773e-01
5.262566968824022862e-01,5.643079935988983831e-01,5.413883595669982673e-01,5.038243718280250860e-01,5.338062464408293017e-01,5.338062464408293017e-01,5.413883595669982673e-01,6.184948848518052600e-01,4.529892294092355276e-01,6.029446973572115676e-01,6.496445776049587506e-01,5.719980049154925750e-01,6.262801380216966862e-01,5.566414965083020805e-01,5.643079935988983831e-01,6.418576786301878334e-01,4.890696438086674092e-01,6.340686303425536741e-01,5.719980049154925750e-01,4.744924308956663395e-01
5.566414965083020805e-01,5.566414965083020805e-01,5.262566968824022862e-01,4.890696438086674092e-01,6.184948848518052600e-01,6.961674797425806416e-01,6.574266034866321773e-01,7.790413362627184313e-01,8.492358842108846950e-01,7.343739623292226959e-01,7.419211392820929118e-01,7.419211392820929118e-01,6.729650705342473671e-01,7.115333910963689279e-01,7.569000754760232264e-01,6.496445776049587506e-01,7.191774039812742769e-01,5.951849880080840594e-01,6.184948848518052600e-01,5.951849880080840594e-01
5.413883595669982673e-01,5.413883595669982673e-01,5.490008551265213033e-01,5.338062464408293017e-01,7.717078995635967553e-01,8.425056005417577154e-01,6.496445776049587506e-01,7.494307140030878056e-01,5.413883595669982673e-01,5.951849880080840594e-01,4.817579643825042335e-01,7.191774039812742769e-01,5.874389613400092802e-01,7.494307140030878056e-01,5.262566968824022862e-01,5.187418347349648240e-01,4.319580324317718878e-01,8.558947630733325651e-01,9.296847218739532348e-01,6.262801380216966862e-01
5.413883595669982673e-01,5.566414965083020805e-01,6.107155284257892447e-01,5.719980049154925750e-01,8.007305804042228470e-01,7.643266489246977047e-01,3.409832873412059762e-01,3.470597371631955474e-01,2.114013111648722354e-01,2.247094242128145070e-01,1.602940020166181145e-01,9.764345587177016006e-02,1.945627678485597478e-01,1.465848174187832642e-01,1.602940020166181145e-01,2.482190727500676042e-01,1.567820097105419308e-01,1.533269012456818237e-01,1.567820097105419308e-01,8.624805103709874965e-01
5.112637248967971670e-01,5.490008551265213033e-01,6.262801380216966862e-01,5.490008551265213033e-01,7.419211392820929118e-01,6.262801380216966862e-01,1.674911316146189544e-01,1.711775025907375791e-01,1.188936011583262981e-01,1.948885087540950384e-02,8.050591682444735442e-03,5.610526394787061343e-04,8.753106490182842788e-06,2.547313771934096339e-03,4.231464034899038579e-02,3.689180837857051337e-02,8.358443261868171714e-02,4.669216325562700748e-02,6.014330672792236876e-03,1.533269012456818237e-01
4.319580324317718878e-01,4.890696438086674092e-01,6.029446973572115676e-01,5.112637248967971670e-01,7.267918265757949969e-01,6.496445776049587506e-01,1.905114755570215812e-01,2.339118635228444876e-01,7.299641882241127144e-02,5.553751927888066729e-03,2.131606815329943269e-02,6.029446973572115676e-01,3.820434626597224437e-02,4.817579643825042335e-01,4.319580324317718878e-01,1.026779511178507187e-01,1.105726150434002270e-01,8.810140863597809568e-02,1.104381515655617103e-02,5.112291824434617507e-03
9.462301638371382051e-01,4.182177122681849935e-01,5.797091398954814512e-01,4.890696438086674092e-01,7.343739623292226959e-01,5.112637248967971670e-01,2.386134278592740854e-01,1.368825044652484391e-01,7.711364164363507245e-02,2.131606815329943269e-02,1.611035388080605049e-02,5.874389613400092802e-01,7.711364164363507245e-02,4.459244710262899591e-01,8.880604441607722332e-01,2.386134278592740854e-01,1.905114755570215812e-01,4.231464034899038579e-02,2.131606815329943269e-02,3.535156022461433123e-03
6.418576786301878334e-01,5.413883595669982673e-01,5.951849880080840594e-01,5.643079935988983831e-01,9.123532212007329223e-01,6.262801380216966862e-01,1.711775025907375791e-01,2.070956255321860506e-01,9.764345587177016006e-02,3.954540982057267590e-02,6.903146561972779705e-02,8.149076170392546281e-01,8.078488456717716204e-01,9.462301638371382051e-01,8.149076170392546281e-01,3.349746915133635095e-01,1.674911316146189544e-01,3.954540982057267590e-02,2.254646279272104915e-03,9.764345587177016006e-02
